ID_anonym,IMD_Quintile,WP1_InCare_n_J,WP2_GCSE_both_n_J,WP3_FSM_n_J,WP4_LPN_n_J,WP5_1stGen_n_J,WP6_SEC_J,WP7_IMD_J,wp_sum_J,wp_ind_J
45579120,4,0,NA,NA,0,1,0,0,1,0
45579051,4,0,NA,NA,0,0,0,0,0,0
45578976,NA,0,NA,NA,NA,0,0,0,0,0
45578916,NA,0,NA,NA,NA,0,0,0,0,0
45578900,NA,0,NA,NA,NA,0,0,0,0,0
45578849,NA,0,NA,NA,NA,0,0,0,0,0
45578811,NA,0,NA,NA,NA,0,0,0,0,0
45578693,1,0,0,0,1,0,1,1,3,1
45578631,4,0,0,0,0,0,1,0,1,0
45578598,NA,0,NA,NA,NA,0,0,0,0,0
45578463,NA,0,NA,NA,NA,0,0,0,0,0
45578428,NA,0,NA,NA,NA,0,0,0,0,0
45578374,NA,0,NA,NA,NA,0,0,0,0,0
45578347,NA,0,NA,NA,NA,0,0,0,0,0
45578195,NA,0,NA,NA,NA,0,0,0,0,0
45578039,NA,0,0,0,NA,0,0,0,0,0
45577984,NA,0,NA,NA,NA,0,0,0,0,0
45577975,NA,0,NA,NA,NA,0,0,0,0,0
45577973,NA,0,NA,NA,NA,0,0,0,0,0
45577875,2,0,0,1,0,0,0,1,2,1
45577853,4,0,0,0,0,0,0,0,0,0
45577793,NA,0,NA,NA,NA,0,0,0,0,0
45577751,NA,0,NA,NA,NA,0,0,0,0,0
45577738,NA,0,NA,NA,NA,0,0,0,0,0
45577646,5,0,0,0,0,0,0,0,0,0
45577580,NA,0,NA,NA,NA,0,0,0,0,0
45577564,NA,0,NA,NA,NA,0,0,0,0,0
45577547,4,0,0,0,0,1,0,0,1,0
45577522,4,0,0,0,0,1,0,0,1,0
45577493,NA,0,NA,NA,NA,0,0,0,0,0
45577436,NA,0,NA,NA,NA,0,0,0,0,0
45577429,NA,0,NA,NA,NA,0,0,0,0,0
45577428,2,0,NA,NA,0,0,0,1,1,0
45577347,NA,0,0,0,NA,0,0,0,0,0
45577306,NA,0,NA,NA,NA,0,0,0,0,0
45577199,2,0,0,0,0,1,0,1,2,1
45577063,NA,0,NA,NA,NA,0,0,0,0,0
45576966,NA,0,0,0,0,1,0,0,1,0
45576962,NA,0,NA,NA,NA,0,0,0,0,0
45576954,5,0,0,0,0,0,0,0,0,0
45576847,5,0,0,0,0,0,1,0,1,0
45576803,5,0,NA,NA,0,0,1,0,1,0
45576760,NA,0,NA,NA,NA,0,0,0,0,0
45576726,NA,0,1,0,NA,0,0,0,1,0
45576721,NA,0,NA,NA,NA,0,0,0,0,0
45576704,NA,0,NA,NA,NA,0,0,0,0,0
45576697,NA,0,NA,NA,NA,0,0,0,0,0
45576574,NA,0,NA,NA,NA,0,0,0,0,0
45576557,NA,0,NA,NA,NA,0,0,0,0,0
45576538,3,0,0,0,0,1,0,0,1,0
45576530,3,0,0,0,0,0,1,0,1,0
45576448,NA,0,NA,NA,NA,0,0,0,0,0
45576440,NA,0,NA,NA,NA,1,0,0,1,0
45576392,NA,0,NA,NA,NA,0,0,0,0,0
45576213,NA,0,1,0,NA,0,0,0,1,0
45576175,NA,0,NA,NA,NA,0,0,0,0,0
45576170,NA,0,NA,NA,NA,0,0,0,0,0
45576159,5,0,NA,NA,0,0,0,0,0,0
45576097,3,0,NA,NA,0,0,0,0,0,0
45575931,NA,0,NA,NA,NA,0,0,0,0,0
45575838,NA,0,NA,NA,NA,0,0,0,0,0
45575830,NA,0,NA,NA,NA,0,0,0,0,0
45575670,NA,0,NA,NA,NA,0,0,0,0,0
45575663,NA,0,NA,NA,NA,0,0,0,0,0
45575637,NA,0,NA,NA,NA,0,0,0,0,0
45575621,NA,0,NA,NA,NA,0,0,0,0,0
45575619,NA,0,NA,NA,NA,0,0,0,0,0
45575514,1,0,NA,NA,1,0,0,1,2,1
45575485,5,1,0,0,0,0,0,0,1,0
45575382,5,0,0,0,0,1,0,0,1,0
45575242,NA,0,NA,NA,NA,0,0,0,0,0
45575235,NA,0,NA,NA,NA,0,0,0,0,0
45575164,5,0,NA,NA,0,1,1,0,2,1
45575036,NA,0,NA,NA,NA,0,0,0,0,0
45574988,NA,0,NA,NA,NA,0,0,0,0,0
45574873,4,0,1,0,0,0,1,0,2,1
45574853,3,0,0,0,0,1,0,0,1,0
45574793,NA,0,NA,NA,NA,0,0,0,0,0
45574792,NA,0,NA,NA,NA,0,0,0,0,0
45574713,NA,0,NA,NA,NA,0,0,0,0,0
45574683,NA,0,NA,NA,NA,0,0,0,0,0
45574655,NA,0,NA,NA,NA,0,0,0,0,0
45574529,NA,0,NA,NA,NA,0,0,0,0,0
45574526,3,0,0,0,0,0,1,0,1,0
45574484,NA,0,NA,NA,NA,0,0,0,0,0
45574397,NA,0,NA,NA,NA,0,0,0,0,0
45574365,NA,0,NA,NA,NA,0,0,0,0,0
45574356,NA,0,NA,NA,NA,0,0,0,0,0
45574226,NA,0,NA,NA,NA,0,0,0,0,0
45574179,5,0,0,0,0,0,0,0,0,0
45574168,2,0,NA,NA,0,0,1,1,2,1
45574136,NA,0,NA,NA,NA,0,0,0,0,0
45574051,NA,0,NA,NA,NA,0,0,0,0,0
45573992,2,0,0,0,1,1,1,1,4,1
45573976,NA,0,NA,NA,NA,0,0,0,0,0
45573957,NA,0,NA,NA,NA,0,0,0,0,0
45573950,NA,0,NA,NA,NA,0,0,0,0,0
45573938,NA,0,NA,NA,NA,0,0,0,0,0
45573919,3,0,0,1,0,1,1,0,3,1
45573851,NA,0,NA,NA,NA,0,0,0,0,0
45573800,NA,0,NA,NA,NA,0,0,0,0,0
45573726,4,0,1,0,0,0,1,0,2,1
45573705,NA,0,NA,NA,NA,0,0,0,0,0
45573629,NA,0,NA,NA,NA,0,0,0,0,0
45573557,NA,0,NA,NA,NA,0,0,0,0,0
45573484,3,0,0,0,0,1,0,0,1,0
45573475,NA,0,NA,NA,NA,0,0,0,0,0
45573468,NA,0,NA,NA,NA,0,0,0,0,0
45573459,2,0,NA,NA,0,0,0,1,1,0
45573396,NA,0,NA,NA,NA,0,0,0,0,0
45573209,NA,0,NA,NA,NA,0,0,0,0,0
45573189,4,0,1,0,0,1,0,0,2,1
45573042,NA,0,NA,NA,NA,0,0,0,0,0
45572915,NA,0,1,0,NA,0,0,0,1,0
45572772,5,0,NA,NA,0,0,0,0,0,0
45572750,3,0,0,0,0,0,0,0,0,0
45572708,NA,0,NA,NA,NA,0,0,0,0,0
45572701,1,0,NA,NA,1,0,1,1,3,1
45572695,NA,0,NA,NA,NA,0,0,0,0,0
45572659,1,0,0,1,0,0,0,1,2,1
45572601,5,0,0,0,0,0,0,0,0,0
45572600,NA,0,NA,NA,NA,0,0,0,0,0
45572584,NA,0,NA,NA,NA,0,0,0,0,0
45572579,5,0,NA,NA,0,1,0,0,1,0
45572525,NA,0,NA,NA,NA,0,0,0,0,0
45572505,NA,0,NA,NA,NA,0,0,0,0,0
45572311,NA,0,NA,NA,NA,0,0,0,0,0
45572281,NA,0,NA,NA,NA,0,0,0,0,0
45572258,NA,0,NA,NA,NA,0,0,0,0,0
45572235,NA,0,NA,NA,NA,0,0,0,0,0
45572173,NA,0,NA,NA,NA,0,0,0,0,0
45572152,NA,0,NA,NA,NA,0,0,0,0,0
45572150,NA,0,NA,NA,NA,0,0,0,0,0
45572145,NA,0,NA,NA,NA,0,0,0,0,0
45572137,NA,0,NA,NA,NA,0,0,0,0,0
45572115,NA,0,NA,NA,NA,0,0,0,0,0
45571951,NA,0,NA,NA,NA,0,0,0,0,0
45571949,NA,0,NA,NA,NA,0,0,0,0,0
45571850,NA,0,NA,NA,NA,0,0,0,0,0
45571818,1,0,1,0,1,0,1,1,4,1
45571738,NA,0,NA,NA,NA,0,0,0,0,0
45571627,NA,0,NA,NA,NA,0,0,0,0,0
45571610,NA,0,NA,NA,NA,0,0,0,0,0
45571594,5,0,0,0,0,0,0,0,0,0
45571547,NA,0,NA,NA,NA,0,0,0,0,0
45571465,NA,0,NA,NA,NA,0,0,0,0,0
45571341,NA,0,NA,NA,NA,0,0,0,0,0
45571252,NA,0,NA,NA,NA,0,0,0,0,0
45571245,NA,0,NA,NA,NA,0,0,0,0,0
45571190,NA,0,NA,NA,NA,0,0,0,0,0
45571175,NA,0,NA,NA,NA,0,0,0,0,0
45571166,5,0,0,0,0,0,0,0,0,0
45571129,NA,0,NA,NA,NA,0,0,0,0,0
45571111,1,0,NA,NA,0,0,1,1,2,1
45570986,1,0,0,0,0,0,1,1,2,1
45570964,NA,0,NA,NA,NA,0,0,0,0,0
45570915,1,0,0,0,0,0,0,1,1,0
45570889,1,0,0,0,0,1,0,1,2,1
45570849,NA,0,NA,NA,NA,0,0,0,0,0
45570800,NA,0,NA,NA,NA,0,0,0,0,0
45570743,NA,0,NA,NA,NA,0,0,0,0,0
45570692,NA,0,NA,NA,NA,0,0,0,0,0
45570607,NA,0,NA,NA,NA,0,0,0,0,0
45570554,NA,0,NA,NA,NA,0,0,0,0,0
45570390,4,0,NA,NA,0,0,0,0,0,0
45570376,NA,0,NA,NA,NA,0,0,0,0,0
45570296,NA,0,NA,NA,NA,0,0,0,0,0
45570183,4,0,NA,NA,0,0,0,0,0,0
45570182,NA,0,NA,NA,NA,0,0,0,0,0
45570167,NA,0,NA,NA,NA,0,0,0,0,0
45570160,NA,0,NA,NA,NA,0,0,0,0,0
45570151,NA,0,NA,NA,NA,0,0,0,0,0
45570086,NA,0,NA,NA,NA,0,0,0,0,0
45570069,NA,0,NA,NA,NA,0,0,0,0,0
45569985,NA,0,NA,NA,NA,0,0,0,0,0
45569979,NA,0,NA,NA,NA,0,0,0,0,0
45569891,NA,0,NA,NA,NA,0,0,0,0,0
45569875,NA,0,NA,NA,NA,0,0,0,0,0
45569850,NA,0,NA,NA,NA,0,0,0,0,0
45569838,NA,0,NA,NA,NA,0,0,0,0,0
45569834,NA,0,NA,NA,NA,0,0,0,0,0
45569820,NA,0,NA,NA,NA,0,0,0,0,0
45569794,NA,0,NA,NA,NA,0,0,0,0,0
45569772,NA,0,NA,NA,NA,0,0,0,0,0
45569771,NA,0,NA,NA,NA,0,0,0,0,0
45569752,NA,0,NA,NA,NA,0,0,0,0,0
45569727,NA,0,NA,NA,NA,0,0,0,0,0
45569714,NA,0,NA,NA,NA,0,0,0,0,0
45569713,NA,0,NA,NA,NA,0,0,0,0,0
45569695,NA,0,NA,NA,NA,0,0,0,0,0
45569685,NA,0,NA,NA,NA,0,0,0,0,0
45569589,NA,0,NA,NA,NA,0,0,0,0,0
45569580,1,0,NA,NA,0,0,0,1,1,0
45569572,NA,0,NA,NA,NA,0,0,0,0,0
45569546,NA,0,NA,NA,NA,0,0,0,0,0
45569537,NA,0,NA,NA,NA,0,0,0,0,0
45569510,NA,0,NA,NA,NA,0,0,0,0,0
45569492,NA,0,NA,NA,NA,0,0,0,0,0
45569456,NA,0,NA,NA,NA,0,0,0,0,0
45569402,NA,0,NA,NA,NA,0,0,0,0,0
45569396,NA,0,NA,NA,NA,0,0,0,0,0
45569388,2,0,1,1,0,0,0,1,3,1
45569372,NA,0,NA,NA,NA,0,0,0,0,0
45569370,NA,0,NA,NA,NA,0,0,0,0,0
45569362,NA,0,NA,NA,NA,0,0,0,0,0
45569306,NA,0,NA,NA,NA,0,0,0,0,0
45569275,NA,0,NA,NA,NA,0,0,0,0,0
45569217,NA,0,NA,NA,NA,0,0,0,0,0
45569203,NA,0,NA,NA,NA,0,0,0,0,0
45569176,NA,0,NA,NA,NA,0,0,0,0,0
45569166,NA,0,NA,NA,NA,0,0,0,0,0
45569148,NA,0,NA,NA,NA,0,0,0,0,0
45569104,NA,0,NA,NA,NA,0,0,0,0,0
45569098,NA,0,NA,NA,NA,0,0,0,0,0
45569080,NA,0,NA,NA,NA,0,0,0,0,0
45569043,NA,0,NA,NA,NA,0,0,0,0,0
45569027,NA,0,NA,NA,NA,0,0,0,0,0
45569026,NA,0,NA,NA,NA,0,0,0,0,0
45569012,NA,0,NA,NA,NA,0,0,0,0,0
45569009,NA,0,NA,NA,NA,0,0,0,0,0
45568995,NA,0,NA,NA,NA,0,0,0,0,0
45568971,NA,0,NA,NA,NA,0,0,0,0,0
45568936,NA,0,NA,NA,NA,0,0,0,0,0
45568923,NA,0,NA,NA,NA,0,0,0,0,0
45568915,NA,0,NA,NA,NA,0,0,0,0,0
45568890,NA,0,NA,NA,NA,0,0,0,0,0
45568803,NA,0,NA,NA,NA,0,0,0,0,0
45568798,NA,0,NA,NA,NA,0,0,0,0,0
45568708,NA,0,NA,NA,NA,0,0,0,0,0
45568693,NA,0,NA,NA,NA,0,0,0,0,0
45568566,NA,0,NA,NA,NA,0,0,0,0,0
45568562,NA,0,NA,NA,NA,0,0,0,0,0
45568553,NA,0,NA,NA,NA,0,0,0,0,0
45568512,NA,0,NA,NA,NA,0,0,0,0,0
45568476,NA,0,NA,NA,NA,0,0,0,0,0
45568448,NA,0,NA,NA,NA,0,0,0,0,0
45568346,NA,0,NA,NA,NA,0,0,0,0,0
45568197,NA,0,NA,NA,NA,0,0,0,0,0
45568053,4,0,NA,NA,0,1,0,0,1,0
45567994,5,0,0,0,0,0,1,0,1,0
45567960,NA,0,NA,NA,NA,0,0,0,0,0
45567906,NA,0,NA,NA,NA,0,0,0,0,0
45567868,2,0,1,0,0,1,0,1,3,1
45567857,NA,0,NA,NA,NA,0,0,0,0,0
45567823,NA,0,NA,NA,NA,0,0,0,0,0
45567797,NA,0,NA,NA,NA,0,0,0,0,0
45567681,5,0,0,0,0,1,1,0,2,1
45567609,NA,0,NA,NA,NA,0,0,0,0,0
45567607,NA,0,NA,NA,NA,0,0,0,0,0
45567558,NA,0,NA,NA,NA,0,0,0,0,0
45567544,NA,0,NA,NA,NA,0,0,0,0,0
45567519,NA,0,NA,NA,NA,0,0,0,0,0
45567503,NA,0,NA,NA,NA,0,0,0,0,0
45567464,NA,0,NA,NA,NA,0,0,0,0,0
45567346,NA,0,NA,NA,NA,0,0,0,0,0
45567327,NA,0,NA,NA,NA,0,0,0,0,0
45567314,NA,0,NA,NA,NA,0,0,0,0,0
45567311,NA,0,NA,NA,NA,0,0,0,0,0
45567306,NA,0,NA,NA,NA,0,0,0,0,0
45567285,NA,0,NA,NA,NA,0,0,0,0,0
45567283,NA,0,NA,NA,NA,0,0,0,0,0
45567237,NA,0,NA,NA,NA,0,0,0,0,0
45567228,NA,0,NA,NA,NA,0,0,0,0,0
45567209,NA,0,NA,NA,NA,0,0,0,0,0
45567182,NA,0,NA,NA,NA,0,0,0,0,0
45567181,NA,0,NA,NA,NA,0,0,0,0,0
45567164,NA,0,NA,NA,NA,0,0,0,0,0
45567162,NA,0,NA,NA,NA,0,0,0,0,0
45567145,NA,0,NA,NA,NA,0,0,0,0,0
45567123,NA,0,NA,NA,NA,0,0,0,0,0
45567098,NA,0,NA,NA,NA,0,0,0,0,0
45567029,NA,0,NA,NA,NA,0,0,0,0,0
45566932,5,0,0,0,0,0,0,0,0,0
45566916,NA,0,NA,NA,NA,0,0,0,0,0
45566903,NA,0,NA,NA,NA,0,0,0,0,0
45566900,5,0,0,0,0,1,0,0,1,0
45566884,3,0,0,0,0,0,0,0,0,0
45566861,NA,0,NA,NA,NA,0,0,0,0,0
45566800,NA,0,NA,NA,NA,0,0,0,0,0
45566710,NA,0,NA,NA,NA,0,0,0,0,0
45566709,NA,0,NA,NA,NA,0,0,0,0,0
45566704,NA,0,NA,NA,NA,0,0,0,0,0
45566660,NA,0,NA,NA,NA,0,0,0,0,0
45566654,NA,0,NA,NA,NA,0,0,0,0,0
45566617,NA,0,NA,NA,NA,0,0,0,0,0
45566587,NA,0,NA,NA,NA,0,0,0,0,0
45566558,NA,0,NA,NA,NA,0,0,0,0,0
45566379,NA,0,NA,NA,NA,0,0,0,0,0
45566378,NA,0,NA,NA,NA,0,0,0,0,0
45566365,NA,0,NA,NA,NA,0,0,0,0,0
45566360,NA,0,NA,NA,NA,0,0,0,0,0
45566357,5,0,NA,NA,0,0,0,0,0,0
45566332,NA,0,NA,NA,NA,0,0,0,0,0
45566330,NA,0,NA,NA,NA,0,0,0,0,0
45566306,NA,0,NA,NA,NA,0,0,0,0,0
45566292,NA,0,NA,NA,NA,0,0,0,0,0
45566223,NA,0,NA,NA,NA,0,0,0,0,0
45566189,NA,0,NA,NA,NA,0,0,0,0,0
45566122,NA,0,NA,NA,NA,0,0,0,0,0
45566089,NA,0,NA,NA,NA,0,0,0,0,0
45566087,NA,0,NA,NA,NA,0,0,0,0,0
45566080,NA,0,NA,NA,NA,0,0,0,0,0
45566074,NA,0,NA,NA,NA,0,0,0,0,0
45566064,NA,0,NA,NA,NA,0,0,0,0,0
45566060,4,0,NA,NA,1,1,0,0,2,1
45566055,NA,0,NA,NA,NA,0,0,0,0,0
45566053,NA,0,NA,NA,NA,0,0,0,0,0
45566021,NA,0,NA,NA,NA,0,0,0,0,0
45566002,NA,0,NA,NA,NA,0,0,0,0,0
45565987,NA,0,NA,NA,NA,0,0,0,0,0
45565937,NA,0,NA,NA,NA,0,0,0,0,0
45565908,NA,0,NA,NA,NA,0,0,0,0,0
45565907,NA,0,NA,NA,NA,0,0,0,0,0
45565871,NA,0,NA,NA,NA,0,0,0,0,0
45565795,NA,0,NA,NA,NA,0,0,0,0,0
45565757,2,0,1,0,0,0,1,1,3,1
45565678,NA,0,NA,NA,NA,0,0,0,0,0
45565676,NA,0,NA,NA,NA,0,0,0,0,0
45565630,2,0,0,0,1,1,0,1,3,1
45565601,NA,0,NA,NA,NA,0,0,0,0,0
45565558,NA,0,NA,NA,NA,0,0,0,0,0
45565523,NA,0,NA,NA,NA,0,0,0,0,0
45565521,NA,0,NA,NA,NA,0,0,0,0,0
45565423,NA,0,NA,NA,NA,0,0,0,0,0
45565393,NA,0,NA,NA,NA,0,0,0,0,0
45565389,NA,0,NA,NA,NA,0,0,0,0,0
45565343,NA,0,NA,NA,NA,0,0,0,0,0
45565289,NA,0,NA,NA,NA,0,0,0,0,0
45565285,NA,0,NA,NA,NA,0,0,0,0,0
45565277,5,0,NA,NA,0,0,0,0,0,0
45565267,NA,0,NA,NA,NA,0,0,0,0,0
45565217,2,0,NA,NA,0,1,0,1,2,1
45565165,NA,0,NA,NA,NA,0,0,0,0,0
45565129,NA,0,NA,NA,NA,0,0,0,0,0
45565085,NA,0,NA,NA,NA,0,0,0,0,0
45565083,NA,0,NA,NA,NA,0,0,0,0,0
45565051,3,0,0,0,0,1,0,0,1,0
45564867,NA,0,NA,NA,NA,0,0,0,0,0
45564783,NA,0,NA,NA,NA,0,0,0,0,0
45564765,NA,0,NA,NA,NA,0,0,0,0,0
45564763,NA,0,NA,NA,NA,0,0,0,0,0
45564735,NA,0,NA,NA,NA,0,0,0,0,0
45564697,NA,0,NA,NA,NA,0,0,0,0,0
45564696,NA,0,NA,NA,NA,0,0,0,0,0
45564689,NA,0,NA,NA,NA,0,0,0,0,0
45564635,NA,0,NA,NA,NA,0,0,0,0,0
45564559,NA,0,NA,NA,NA,0,0,0,0,0
45564522,NA,0,NA,NA,NA,0,0,0,0,0
45564416,NA,0,NA,NA,NA,0,0,0,0,0
45564367,NA,0,NA,NA,NA,0,0,0,0,0
45564358,NA,0,NA,NA,NA,0,0,0,0,0
45564269,NA,0,NA,NA,NA,0,0,0,0,0
45564268,NA,0,NA,NA,NA,0,0,0,0,0
45564135,NA,0,NA,NA,NA,0,0,0,0,0
45564130,NA,0,NA,NA,NA,0,0,0,0,0
45564111,1,0,0,0,0,1,1,1,3,1
45563978,NA,0,NA,NA,NA,0,0,0,0,0
45563937,NA,0,NA,NA,NA,0,0,0,0,0
45563890,NA,0,NA,NA,NA,0,0,0,0,0
45563871,NA,0,NA,NA,NA,0,0,0,0,0
45563712,NA,0,NA,NA,NA,0,0,0,0,0
45563705,NA,0,NA,NA,NA,0,0,0,0,0
45563656,NA,0,NA,NA,NA,0,0,0,0,0
45563631,2,0,NA,NA,0,0,0,1,1,0
45563620,NA,0,NA,NA,NA,0,0,0,0,0
45563486,NA,0,NA,NA,NA,0,0,0,0,0
45563406,NA,0,NA,NA,NA,0,0,0,0,0
45563402,NA,0,NA,NA,NA,0,0,0,0,0
45563373,NA,0,NA,NA,NA,0,0,0,0,0
45563370,NA,0,NA,NA,NA,0,0,0,0,0
45563362,NA,0,NA,NA,NA,0,0,0,0,0
45563351,NA,0,NA,NA,NA,0,0,0,0,0
45563290,NA,0,NA,NA,NA,0,0,0,0,0
45563266,NA,0,NA,NA,NA,0,0,0,0,0
45563250,NA,0,NA,NA,NA,0,0,0,0,0
45563141,NA,0,NA,NA,NA,0,0,0,0,0
45563117,NA,0,NA,NA,NA,0,0,0,0,0
45563068,NA,0,NA,NA,NA,0,0,0,0,0
45562914,NA,0,NA,NA,NA,0,0,0,0,0
45562837,NA,0,NA,NA,NA,0,0,0,0,0
45562798,NA,0,NA,NA,NA,0,0,0,0,0
45562402,5,0,0,0,0,0,0,0,0,0
45562269,NA,0,NA,NA,NA,0,0,0,0,0
45562070,NA,0,NA,NA,NA,0,0,0,0,0
45561635,NA,0,NA,NA,NA,0,0,0,0,0
45561630,NA,0,NA,NA,NA,0,0,0,0,0
45561562,NA,0,NA,NA,NA,0,0,0,0,0
45561103,NA,0,NA,NA,NA,0,0,0,0,0
45560936,NA,0,NA,NA,NA,0,0,0,0,0
45560755,NA,0,NA,NA,NA,0,0,0,0,0
45560650,NA,0,NA,NA,NA,0,0,0,0,0
45560482,5,0,1,0,0,1,1,0,3,1
45560392,NA,0,NA,NA,NA,0,0,0,0,0
45560020,NA,0,NA,NA,NA,0,0,0,0,0
45559861,3,0,0,0,0,0,0,0,0,0
45536797,NA,0,NA,NA,NA,0,0,0,0,0
45536354,NA,0,NA,NA,NA,0,0,0,0,0
45535641,NA,0,NA,NA,NA,0,0,0,0,0
45535553,NA,0,NA,NA,NA,0,0,0,0,0
45535529,NA,0,NA,NA,NA,0,0,0,0,0
45535216,NA,0,NA,NA,NA,0,0,0,0,0
45534349,NA,0,NA,NA,NA,0,0,0,0,0
45534236,NA,0,NA,NA,NA,0,0,0,0,0
45533750,NA,0,NA,NA,NA,0,0,0,0,0
45533680,NA,0,NA,NA,NA,0,0,0,0,0
45533030,NA,0,NA,NA,NA,0,0,0,0,0
45532988,NA,0,NA,NA,NA,0,0,0,0,0
45532367,NA,0,NA,NA,NA,0,0,0,0,0
45531596,NA,0,NA,NA,NA,0,0,0,0,0
45530793,NA,0,NA,NA,NA,0,0,0,0,0
45507173,NA,0,NA,NA,NA,0,0,0,0,0
45506353,NA,0,NA,NA,NA,0,0,0,0,0
45504822,NA,0,NA,NA,NA,0,0,0,0,0
45504771,NA,0,NA,NA,NA,0,0,0,0,0
45504699,NA,0,NA,NA,NA,0,0,0,0,0
45504675,NA,0,NA,NA,NA,0,0,0,0,0
45504601,NA,0,NA,NA,NA,0,0,0,0,0
45504543,NA,0,NA,NA,NA,0,0,0,0,0
45504508,NA,0,NA,NA,NA,0,0,0,0,0
45504253,NA,0,NA,NA,NA,0,0,0,0,0
45497369,NA,0,NA,NA,NA,0,0,0,0,0
45497349,2,0,1,1,1,0,0,1,4,1
45497275,NA,0,NA,NA,NA,0,0,0,0,0
45496651,NA,0,NA,NA,NA,0,0,0,0,0
45496558,NA,0,NA,NA,NA,0,0,0,0,0
45496273,NA,0,NA,NA,NA,0,0,0,0,0
45496226,5,0,NA,NA,0,0,0,0,0,0
45495737,NA,0,NA,NA,NA,0,0,0,0,0
45495732,NA,0,NA,NA,0,1,0,0,1,0
45495684,5,0,NA,NA,0,1,1,0,2,1
45495530,5,0,0,0,0,0,0,0,0,0
45495325,NA,0,NA,NA,NA,0,0,0,0,0
45495133,4,0,0,0,0,0,1,0,1,0
45494813,1,0,NA,NA,1,1,0,1,3,1
45494684,3,0,0,0,0,0,1,0,1,0
45494577,NA,0,NA,NA,NA,0,0,0,0,0
45494565,NA,0,NA,NA,NA,0,0,0,0,0
45494227,NA,0,NA,NA,NA,0,0,0,0,0
45494187,NA,0,NA,NA,NA,0,0,0,0,0
45494182,NA,0,NA,NA,NA,0,0,0,0,0
45494114,NA,0,NA,NA,NA,0,0,0,0,0
45493998,5,0,NA,NA,0,1,0,0,1,0
45493886,NA,0,NA,NA,NA,0,0,0,0,0
45493504,NA,0,NA,NA,NA,0,0,0,0,0
45493272,4,0,NA,NA,0,1,0,0,1,0
45493218,NA,0,NA,NA,NA,0,0,0,0,0
45492344,2,0,1,1,1,1,1,1,6,1
45491828,3,0,0,0,0,1,0,0,1,0
45491641,4,0,0,0,0,1,0,0,1,0
45491328,4,0,NA,NA,0,1,0,0,1,0
45491277,NA,0,NA,NA,NA,0,0,0,0,0
45490874,5,0,0,0,0,1,0,0,1,0
45490630,NA,0,NA,NA,NA,0,0,0,0,0
45490474,NA,0,NA,NA,NA,0,0,0,0,0
45489991,NA,0,NA,NA,NA,0,0,0,0,0
45489981,4,0,0,0,0,0,0,0,0,0
45489799,NA,0,NA,NA,NA,0,0,0,0,0
45489746,NA,0,NA,NA,NA,0,0,0,0,0
45488953,NA,0,NA,NA,NA,0,0,0,0,0
45488708,NA,0,NA,NA,NA,0,0,0,0,0
45488699,NA,0,NA,NA,NA,0,0,0,0,0
45488511,NA,0,NA,NA,NA,0,0,0,0,0
45488189,NA,0,NA,NA,NA,0,0,0,0,0
45488027,NA,0,NA,NA,NA,0,0,0,0,0
45487966,NA,0,NA,NA,NA,0,0,0,0,0
45487940,NA,0,NA,NA,NA,0,0,0,0,0
45487243,3,0,NA,NA,0,1,0,0,1,0
45487239,4,0,NA,NA,0,1,0,0,1,0
45487191,NA,0,NA,NA,NA,0,0,0,0,0
45486864,NA,0,NA,NA,NA,0,0,0,0,0
45486778,NA,0,NA,NA,NA,0,0,0,0,0
45486759,4,0,NA,NA,0,1,0,0,1,0
45486751,NA,0,NA,NA,NA,0,0,0,0,0
45486452,4,0,1,0,0,0,1,0,2,1
45486373,4,0,0,0,0,1,0,0,1,0
45486363,NA,0,NA,NA,NA,0,0,0,0,0
45486362,NA,0,NA,NA,NA,0,0,0,0,0
45486274,NA,0,NA,NA,NA,0,0,0,0,0
45486260,NA,0,NA,NA,0,1,0,0,1,0
45485937,NA,0,NA,NA,NA,0,0,0,0,0
45485922,NA,0,NA,NA,NA,0,0,0,0,0
45485921,NA,0,NA,NA,NA,0,0,0,0,0
45485872,4,0,1,0,0,1,0,0,2,1
45485755,NA,0,NA,NA,NA,0,0,0,0,0
45485753,NA,0,NA,NA,NA,0,0,0,0,0
45485745,NA,0,NA,NA,NA,0,0,0,0,0
45485729,NA,0,NA,NA,NA,0,0,0,0,0
45485710,NA,0,NA,NA,NA,0,0,0,0,0
45485613,NA,0,NA,NA,NA,0,0,0,0,0
45485579,5,0,0,0,0,1,0,0,1,0
45485515,3,0,0,0,0,1,0,0,1,0
45485293,NA,0,NA,NA,NA,0,0,0,0,0
45485109,NA,0,NA,NA,NA,0,0,0,0,0
45485080,NA,0,NA,NA,NA,0,0,0,0,0
45485059,NA,0,NA,NA,NA,0,0,0,0,0
45485018,NA,0,NA,NA,NA,0,0,0,0,0
45484994,NA,0,NA,NA,NA,0,0,0,0,0
45484792,NA,0,NA,NA,NA,0,0,0,0,0
45484771,2,0,1,0,0,0,0,1,2,1
45484728,NA,0,NA,NA,NA,0,0,0,0,0
45484687,NA,0,NA,NA,NA,0,0,0,0,0
45484672,NA,0,NA,NA,NA,0,0,0,0,0
45484661,NA,0,NA,NA,NA,0,0,0,0,0
45484556,NA,0,NA,NA,NA,0,0,0,0,0
45484525,NA,0,NA,NA,NA,0,0,0,0,0
45484517,NA,0,NA,NA,NA,0,0,0,0,0
45484511,NA,0,NA,NA,NA,0,0,0,0,0
