ID_anonym,IMD_Quintile,WP1_InCare_n_J,WP2_GCSE_both_n_J,WP3_FSM_n_J,WP4_LPN_n_J,WP5_1stGen_n_J,WP6_SEC_J,WP7_IMD_J,wp_sum_J,wp_ind_J
45484486,NA,0,NA,NA,NA,0,0,0,0,0
45484356,NA,0,NA,NA,NA,0,0,0,0,0
45484080,3,0,0,0,0,0,0,0,0,0
45484076,NA,0,NA,NA,NA,0,0,0,0,0
45484069,2,0,0,0,0,1,0,1,2,1
45484012,NA,0,NA,NA,NA,0,0,0,0,0
45483979,NA,0,NA,NA,NA,0,0,0,0,0
45483936,5,0,0,0,0,0,1,0,1,0
45483714,3,0,1,0,0,0,0,0,1,0
45483683,NA,0,NA,NA,NA,0,0,0,0,0
45483651,NA,0,NA,NA,NA,0,0,0,0,0
45483629,NA,0,NA,NA,NA,0,0,0,0,0
45483527,NA,0,NA,NA,NA,0,0,0,0,0
45483454,5,0,0,0,0,0,0,0,0,0
45483300,NA,0,NA,NA,NA,0,0,0,0,0
45483265,2,0,0,0,0,1,1,1,3,1
45483245,3,0,0,0,0,0,1,0,1,0
45483074,NA,0,NA,NA,0,1,0,0,1,0
45483066,5,0,NA,NA,0,1,0,0,1,0
45482999,NA,0,NA,NA,NA,0,0,0,0,0
45482980,5,0,0,0,0,0,0,0,0,0
45482947,NA,0,NA,NA,NA,0,0,0,0,0
45482904,NA,0,NA,NA,NA,0,0,0,0,0
45482902,4,0,NA,NA,0,0,0,0,0,0
45482883,NA,0,1,0,NA,0,0,0,1,0
45482763,NA,0,NA,NA,NA,0,0,0,0,0
45482736,2,0,0,0,0,0,0,1,1,0
45482706,NA,0,NA,NA,NA,0,0,0,0,0
45482540,NA,0,NA,NA,NA,0,0,0,0,0
45482473,4,0,0,0,0,1,0,0,1,0
45482385,2,0,0,0,0,0,0,1,1,0
45482336,2,0,NA,NA,0,0,1,1,2,1
45482279,NA,0,NA,NA,NA,0,0,0,0,0
45482213,NA,0,NA,NA,NA,0,0,0,0,0
45482212,NA,0,NA,NA,NA,0,0,0,0,0
45481981,4,0,0,0,0,0,0,0,0,0
45481977,NA,0,NA,NA,NA,0,0,0,0,0
45481622,5,0,1,0,0,0,0,0,1,0
45481532,NA,0,NA,NA,NA,0,0,0,0,0
45481506,NA,0,NA,NA,NA,0,0,0,0,0
45481497,NA,0,NA,NA,0,1,0,0,1,0
45481411,NA,0,NA,NA,NA,0,0,0,0,0
45481274,NA,0,NA,NA,NA,0,0,0,0,0
45481253,1,0,0,0,1,0,1,1,3,1
45481167,4,0,NA,NA,0,1,0,0,1,0
45481160,2,0,0,0,0,0,1,1,2,1
45481120,5,0,0,0,0,1,0,0,1,0
45481081,NA,0,NA,NA,NA,0,0,0,0,0
45481022,NA,0,NA,NA,NA,0,0,0,0,0
45481015,NA,0,NA,NA,NA,0,0,0,0,0
45480876,5,0,0,0,0,1,0,0,1,0
45480735,NA,0,1,0,NA,0,0,0,1,0
45480702,3,0,0,0,0,0,1,0,1,0
45480647,3,0,0,0,0,1,0,0,1,0
45480514,NA,0,NA,NA,NA,0,0,0,0,0
45480500,NA,0,NA,NA,NA,0,0,0,0,0
45480470,NA,0,NA,NA,NA,0,0,0,0,0
45480463,NA,0,NA,NA,NA,0,0,0,0,0
45480455,NA,0,NA,NA,NA,0,0,0,0,0
45480452,NA,0,NA,NA,NA,0,0,0,0,0
45480433,NA,0,NA,NA,NA,0,0,0,0,0
45480428,NA,0,NA,NA,NA,0,0,0,0,0
45480417,NA,0,NA,NA,NA,0,0,0,0,0
45480196,NA,0,NA,NA,NA,0,0,0,0,0
45480126,4,0,NA,NA,0,1,0,0,1,0
45480051,4,0,NA,NA,0,1,0,0,1,0
45480040,5,0,NA,NA,0,1,0,0,1,0
45480033,NA,0,NA,NA,NA,0,0,0,0,0
45480030,NA,0,NA,NA,NA,0,0,0,0,0
45480026,NA,0,NA,NA,NA,0,0,0,0,0
45480024,NA,0,NA,NA,NA,0,0,0,0,0
45480011,3,0,NA,NA,0,1,0,0,1,0
45480008,5,0,NA,NA,0,0,0,0,0,0
45480007,5,0,NA,NA,0,1,0,0,1,0
45479974,NA,0,NA,NA,NA,0,0,0,0,0
45479895,1,0,NA,NA,0,0,0,1,1,0
45479848,2,0,NA,NA,0,1,0,1,2,1
45479755,2,0,0,0,0,1,1,1,3,1
45479658,NA,0,NA,NA,NA,0,0,0,0,0
45479644,4,0,NA,NA,0,0,0,0,0,0
45479627,2,0,0,0,0,0,0,1,1,0
45479466,NA,0,NA,NA,NA,0,0,0,0,0
45479429,5,0,0,0,0,1,0,0,1,0
45479419,NA,0,NA,NA,NA,0,0,0,0,0
45479415,NA,0,NA,NA,NA,0,0,0,0,0
45479348,NA,0,NA,NA,NA,0,0,0,0,0
45479330,NA,0,NA,NA,NA,0,0,0,0,0
45479217,1,0,0,0,1,0,0,1,2,1
45479159,NA,0,NA,NA,NA,0,0,0,0,0
45479099,5,0,0,0,0,1,0,0,1,0
45478947,NA,0,NA,NA,NA,0,0,0,0,0
45478944,4,0,0,0,0,1,0,0,1,0
45478919,5,0,NA,NA,0,1,0,0,1,0
45478775,NA,0,NA,NA,NA,0,0,0,0,0
45478720,NA,0,NA,NA,NA,0,0,0,0,0
45478684,NA,0,NA,NA,NA,0,0,0,0,0
45478666,NA,0,NA,NA,NA,0,0,0,0,0
45478566,NA,0,NA,NA,NA,0,0,0,0,0
45478494,NA,0,NA,NA,NA,0,0,0,0,0
45478493,2,0,NA,NA,0,0,0,1,1,0
45478410,5,0,0,0,0,0,1,0,1,0
45478370,3,0,1,0,0,0,1,0,2,1
45478251,NA,0,NA,NA,NA,0,0,0,0,0
45478243,2,0,0,0,0,0,0,1,1,0
45478219,NA,0,NA,NA,NA,0,0,0,0,0
45478109,NA,0,NA,NA,NA,0,0,0,0,0
45478096,NA,0,NA,NA,NA,0,0,0,0,0
45478019,4,0,0,0,0,0,1,0,1,0
45478007,NA,0,NA,NA,NA,0,0,0,0,0
45477996,3,0,1,0,0,0,0,0,1,0
45477904,NA,0,NA,NA,NA,0,0,0,0,0
45477838,NA,0,NA,NA,NA,0,0,0,0,0
45477758,5,0,NA,NA,0,0,0,0,0,0
45477731,NA,0,NA,NA,NA,0,0,0,0,0
45477724,4,0,0,0,0,1,0,0,1,0
45477649,4,0,NA,NA,0,1,0,0,1,0
45477503,3,0,NA,NA,0,0,0,0,0,0
45477468,NA,0,NA,NA,NA,0,0,0,0,0
45477279,NA,0,NA,NA,NA,0,0,0,0,0
45477270,2,0,NA,NA,0,1,0,1,2,1
45477268,1,0,NA,NA,0,0,0,1,1,0
45477184,NA,0,NA,NA,NA,0,0,0,0,0
45477056,NA,0,NA,NA,NA,0,0,0,0,0
45476895,NA,0,NA,NA,NA,0,0,0,0,0
45476881,NA,0,NA,NA,NA,0,0,0,0,0
45476861,NA,0,NA,NA,NA,0,0,0,0,0
45476751,3,0,0,0,0,0,1,0,1,0
45476737,2,0,0,1,0,1,1,1,4,1
45476630,NA,0,NA,NA,NA,0,0,0,0,0
45476591,NA,0,1,0,NA,0,0,0,1,0
45476507,4,0,0,0,0,0,0,0,0,0
45476457,NA,0,NA,NA,NA,0,0,0,0,0
45476445,NA,0,NA,NA,NA,0,0,0,0,0
45476395,NA,0,NA,NA,0,0,0,0,0,0
45476368,NA,0,NA,NA,NA,0,0,0,0,0
45476133,NA,0,NA,NA,NA,0,0,0,0,0
45476052,NA,0,NA,NA,NA,0,0,0,0,0
45475992,1,0,0,0,1,0,0,1,2,1
45475941,NA,0,NA,NA,NA,0,0,0,0,0
45475930,NA,0,NA,NA,NA,0,0,0,0,0
45475851,1,0,1,1,0,0,1,1,4,1
45475780,NA,0,NA,NA,NA,1,0,0,1,0
45475750,NA,0,NA,NA,NA,0,0,0,0,0
45475739,1,0,0,0,0,1,0,1,2,1
45475712,1,0,NA,NA,0,1,1,1,3,1
45475653,NA,0,NA,NA,NA,0,0,0,0,0
45475370,2,0,1,0,1,0,1,1,4,1
45475256,NA,0,NA,NA,NA,0,0,0,0,0
45475251,NA,0,NA,NA,NA,0,0,0,0,0
45475241,NA,0,NA,NA,NA,0,0,0,0,0
45475217,NA,0,NA,NA,NA,0,0,0,0,0
45475111,1,0,0,0,0,0,0,1,1,0
45475067,2,0,0,1,0,1,0,1,3,1
45474956,NA,0,NA,NA,NA,0,0,0,0,0
45474870,NA,0,NA,NA,NA,0,0,0,0,0
45474826,5,0,0,0,0,0,0,0,0,0
45474734,NA,0,NA,NA,NA,0,0,0,0,0
45474647,NA,0,NA,NA,NA,0,0,0,0,0
45474630,NA,0,NA,NA,NA,0,0,0,0,0
45474626,NA,0,NA,NA,NA,0,0,0,0,0
45474587,NA,0,NA,NA,NA,0,0,0,0,0
45474570,NA,0,NA,NA,NA,0,0,0,0,0
45474568,2,0,NA,NA,0,0,0,1,1,0
45474529,NA,0,NA,NA,NA,0,0,0,0,0
45474518,NA,0,NA,NA,NA,0,0,0,0,0
45474513,NA,0,NA,NA,NA,0,0,0,0,0
45474493,NA,0,NA,NA,NA,0,0,0,0,0
45474432,NA,0,NA,NA,NA,0,0,0,0,0
45474394,NA,0,NA,NA,NA,0,0,0,0,0
45474332,3,0,NA,NA,0,1,0,0,1,0
45474229,NA,0,NA,NA,NA,0,0,0,0,0
45474212,NA,0,NA,NA,NA,0,0,0,0,0
45474174,NA,0,NA,NA,NA,0,0,0,0,0
45474161,NA,0,NA,NA,NA,0,0,0,0,0
45474156,NA,0,NA,NA,NA,0,0,0,0,0
45474115,NA,0,NA,NA,NA,0,0,0,0,0
45474086,1,0,0,0,1,0,1,1,3,1
45474064,3,0,NA,NA,0,0,0,0,0,0
45474046,NA,0,NA,NA,NA,0,0,0,0,0
45473774,NA,0,NA,NA,NA,0,0,0,0,0
45473706,NA,0,NA,NA,NA,0,0,0,0,0
45473704,NA,0,NA,NA,NA,0,0,0,0,0
45473698,5,0,0,0,0,0,0,0,0,0
45473532,NA,0,NA,NA,NA,0,0,0,0,0
45473485,2,0,1,1,0,0,0,1,3,1
45473472,4,0,0,0,0,0,0,0,0,0
45473450,NA,0,NA,NA,NA,0,0,0,0,0
45473413,4,0,NA,NA,0,1,0,0,1,0
45473399,NA,0,NA,NA,NA,0,0,0,0,0
45473303,5,0,1,0,0,1,0,0,2,1
45473268,NA,0,NA,NA,NA,0,0,0,0,0
45473223,2,0,NA,NA,0,0,0,1,1,0
45473221,5,0,0,0,0,0,0,0,0,0
45473215,NA,0,NA,NA,NA,0,0,0,0,0
45473190,NA,0,NA,NA,NA,0,0,0,0,0
45473042,1,0,0,0,0,0,1,1,2,1
45473017,3,0,NA,NA,0,1,0,0,1,0
45472972,NA,0,NA,NA,NA,0,0,0,0,0
45472952,NA,0,NA,NA,NA,0,0,0,0,0
45472940,NA,0,NA,NA,NA,0,0,0,0,0
45472917,NA,0,NA,NA,NA,0,0,0,0,0
45472808,2,0,0,0,0,1,0,1,2,1
45472736,1,0,1,1,0,0,0,1,3,1
45472665,NA,0,0,0,NA,0,0,0,0,0
45472608,NA,0,NA,NA,NA,0,0,0,0,0
45472607,NA,0,NA,NA,NA,0,0,0,0,0
45472584,NA,0,NA,NA,NA,0,0,0,0,0
45472559,4,0,NA,NA,0,0,0,0,0,0
45472532,NA,0,NA,NA,NA,0,0,0,0,0
45472516,NA,0,0,0,NA,1,0,0,1,0
45472490,NA,0,NA,NA,NA,0,0,0,0,0
45472389,NA,0,NA,NA,NA,0,0,0,0,0
45472274,NA,0,NA,NA,NA,0,0,0,0,0
45472271,NA,0,NA,NA,NA,0,0,0,0,0
45472269,NA,0,NA,NA,NA,0,0,0,0,0
45472267,4,0,0,0,0,1,0,0,1,0
45472246,NA,0,NA,NA,NA,0,0,0,0,0
45472175,NA,0,NA,NA,NA,0,0,0,0,0
45472107,NA,0,NA,NA,NA,0,0,0,0,0
45472074,NA,0,NA,NA,NA,0,0,0,0,0
45471989,NA,0,NA,NA,NA,0,0,0,0,0
45471958,NA,0,NA,NA,NA,0,0,0,0,0
45471865,4,0,0,0,0,0,0,0,0,0
45471763,4,0,0,0,0,0,0,0,0,0
45471740,NA,0,NA,NA,NA,0,0,0,0,0
45471621,3,0,NA,NA,0,0,0,0,0,0
45471613,NA,0,NA,NA,NA,0,0,0,0,0
45471610,4,0,NA,NA,0,0,0,0,0,0
45471552,2,0,1,0,0,0,0,1,2,1
45471522,NA,0,NA,NA,NA,0,0,0,0,0
45471467,NA,0,NA,NA,NA,0,0,0,0,0
45471448,NA,0,NA,NA,NA,0,0,0,0,0
45471446,NA,0,NA,NA,NA,0,0,0,0,0
45471443,NA,0,NA,NA,NA,0,0,0,0,0
45471432,NA,0,NA,NA,NA,0,0,0,0,0
45471397,5,0,0,0,0,1,0,0,1,0
45471270,NA,0,NA,NA,NA,0,0,0,0,0
45471177,5,0,0,0,0,0,1,0,1,0
45471174,NA,0,NA,NA,NA,0,0,0,0,0
45471151,5,0,0,0,0,0,0,0,0,0
45471071,NA,0,NA,NA,NA,0,0,0,0,0
45471067,NA,0,NA,NA,NA,0,0,0,0,0
45471023,NA,0,NA,NA,NA,0,0,0,0,0
45470697,NA,0,NA,NA,NA,0,0,0,0,0
45470642,5,0,0,0,0,1,0,0,1,0
45470631,NA,0,NA,NA,NA,0,0,0,0,0
45470406,NA,0,NA,NA,NA,0,0,0,0,0
45470369,2,0,NA,NA,0,0,0,1,1,0
45470350,5,0,0,0,0,1,0,0,1,0
45470317,NA,0,NA,NA,NA,0,0,0,0,0
45470270,NA,0,NA,NA,NA,0,0,0,0,0
45470198,NA,0,NA,NA,NA,0,0,0,0,0
45470127,NA,0,NA,NA,NA,0,0,0,0,0
45470091,1,0,NA,NA,0,0,1,1,2,1
45470075,NA,0,NA,NA,NA,0,0,0,0,0
45470049,NA,0,NA,NA,NA,0,0,0,0,0
45469987,5,0,0,0,0,1,0,0,1,0
45469952,NA,0,NA,NA,NA,0,0,0,0,0
45469939,NA,0,NA,NA,NA,0,0,0,0,0
45469920,NA,0,NA,NA,NA,0,0,0,0,0
45469904,NA,0,NA,NA,NA,0,0,0,0,0
45469882,NA,0,NA,NA,NA,0,0,0,0,0
45469867,3,0,0,0,0,0,1,0,1,0
45469820,NA,0,NA,NA,NA,0,0,0,0,0
45469804,NA,0,NA,NA,NA,0,0,0,0,0
45469712,NA,0,NA,NA,NA,0,0,0,0,0
45469707,1,0,0,0,0,0,0,1,1,0
45469640,NA,0,NA,NA,NA,0,0,0,0,0
45469617,NA,0,NA,NA,NA,0,0,0,0,0
45469607,NA,0,NA,NA,NA,0,0,0,0,0
45469489,NA,0,NA,NA,NA,0,0,0,0,0
45469483,NA,0,NA,NA,NA,0,0,0,0,0
45469462,NA,0,NA,NA,NA,0,0,0,0,0
45469451,NA,0,NA,NA,NA,0,0,0,0,0
45469442,NA,0,NA,NA,NA,0,0,0,0,0
45469432,NA,0,NA,NA,NA,0,0,0,0,0
45469388,NA,0,NA,NA,NA,0,0,0,0,0
45469356,NA,0,NA,NA,NA,0,0,0,0,0
45469311,NA,0,NA,NA,NA,0,0,0,0,0
45469296,NA,0,NA,NA,NA,0,0,0,0,0
45469256,NA,0,NA,NA,NA,0,0,0,0,0
45469235,4,0,NA,NA,0,0,0,0,0,0
45469204,NA,0,NA,NA,NA,0,0,0,0,0
45469164,NA,0,NA,NA,NA,0,0,0,0,0
45469119,NA,0,NA,NA,NA,0,0,0,0,0
45469104,NA,0,NA,NA,NA,0,0,0,0,0
45469074,NA,0,NA,NA,NA,0,0,0,0,0
45469070,NA,0,NA,NA,NA,0,0,0,0,0
45469056,NA,0,NA,NA,NA,0,0,0,0,0
45469035,NA,0,NA,NA,NA,0,0,0,0,0
45469019,NA,0,NA,NA,NA,0,0,0,0,0
45469013,NA,0,0,0,NA,0,0,0,0,0
45469011,NA,0,NA,NA,NA,0,0,0,0,0
45468999,NA,0,NA,NA,NA,0,0,0,0,0
45468987,NA,0,NA,NA,NA,0,0,0,0,0
45468982,NA,0,NA,NA,NA,0,0,0,0,0
45468844,NA,0,NA,NA,NA,0,0,0,0,0
45468804,NA,0,NA,NA,NA,0,0,0,0,0
45468769,NA,0,NA,NA,NA,0,0,0,0,0
45468764,NA,0,NA,NA,NA,0,0,0,0,0
45468737,NA,0,NA,NA,NA,0,0,0,0,0
45468724,NA,0,NA,NA,NA,0,0,0,0,0
45468722,NA,0,NA,NA,NA,0,0,0,0,0
45468606,NA,0,NA,NA,NA,0,0,0,0,0
45468598,NA,0,NA,NA,NA,0,0,0,0,0
45468569,NA,0,NA,NA,NA,0,0,0,0,0
45468561,NA,0,NA,NA,NA,0,0,0,0,0
45468547,5,0,NA,NA,0,1,0,0,1,0
45468545,NA,0,NA,NA,NA,0,0,0,0,0
45468476,NA,0,NA,NA,NA,0,0,0,0,0
45468451,NA,0,NA,NA,NA,0,0,0,0,0
45468415,NA,0,NA,NA,NA,0,0,0,0,0
45468402,NA,0,NA,NA,NA,0,0,0,0,0
45468351,NA,0,NA,NA,NA,0,0,0,0,0
45468316,NA,0,NA,NA,NA,0,0,0,0,0
45468305,NA,0,NA,NA,NA,0,0,0,0,0
45468297,NA,0,NA,NA,NA,0,0,0,0,0
45468260,NA,0,NA,NA,NA,0,0,0,0,0
45468208,3,0,0,0,0,0,0,0,0,0
45468204,NA,0,NA,NA,NA,0,0,0,0,0
45468190,NA,0,NA,NA,NA,0,0,0,0,0
45468106,NA,0,NA,NA,NA,0,0,0,0,0
45468038,NA,0,NA,NA,NA,0,0,0,0,0
45467913,NA,0,NA,NA,NA,0,0,0,0,0
45467751,NA,0,NA,NA,NA,0,0,0,0,0
45467625,NA,0,NA,NA,NA,0,0,0,0,0
45467512,NA,0,NA,NA,NA,0,0,0,0,0
45467479,NA,0,NA,NA,NA,0,0,0,0,0
45467291,NA,0,NA,NA,NA,0,0,0,0,0
45467132,NA,0,NA,NA,NA,0,0,0,0,0
45467088,NA,0,NA,NA,NA,0,0,0,0,0
45467082,NA,0,NA,NA,NA,0,0,0,0,0
45467043,NA,0,NA,NA,NA,0,0,0,0,0
45467036,NA,0,NA,NA,NA,0,0,0,0,0
45467033,NA,0,NA,NA,NA,0,0,0,0,0
45467022,NA,0,NA,NA,NA,0,0,0,0,0
45466993,NA,0,NA,NA,NA,0,0,0,0,0
45466984,NA,0,NA,NA,NA,0,0,0,0,0
45466976,1,0,0,0,1,0,1,1,3,1
45466943,NA,0,NA,NA,NA,0,0,0,0,0
45466940,NA,0,NA,NA,NA,0,0,0,0,0
45466917,NA,0,NA,NA,NA,0,0,0,0,0
45466885,NA,0,NA,NA,NA,0,0,0,0,0
45466855,NA,0,NA,NA,NA,0,0,0,0,0
45466846,NA,0,NA,NA,NA,0,0,0,0,0
45466845,NA,0,NA,NA,NA,0,0,0,0,0
45466760,NA,0,NA,NA,NA,0,0,0,0,0
45466634,NA,0,NA,NA,NA,0,0,0,0,0
45466629,NA,0,NA,NA,NA,0,0,0,0,0
45466603,NA,0,NA,NA,NA,0,0,0,0,0
45466540,NA,0,NA,NA,NA,0,0,0,0,0
45466516,NA,0,NA,NA,NA,0,0,0,0,0
45466507,NA,0,NA,NA,NA,0,0,0,0,0
45466465,NA,0,NA,NA,NA,0,0,0,0,0
45466422,NA,0,NA,NA,NA,0,0,0,0,0
45466333,NA,0,NA,NA,NA,0,0,0,0,0
45466319,NA,0,NA,NA,NA,0,0,0,0,0
45466276,NA,0,NA,NA,NA,0,0,0,0,0
45466227,NA,0,NA,NA,NA,0,0,0,0,0
45466226,NA,0,NA,NA,NA,0,0,0,0,0
45466216,NA,0,NA,NA,NA,0,0,0,0,0
45466188,NA,0,NA,NA,NA,0,0,0,0,0
45466155,NA,0,NA,NA,NA,0,0,0,0,0
45466120,NA,0,NA,NA,NA,0,0,0,0,0
45466082,NA,0,NA,NA,NA,0,0,0,0,0
45466053,NA,0,NA,NA,NA,0,0,0,0,0
45465970,NA,0,NA,NA,NA,0,0,0,0,0
45465887,NA,0,NA,NA,NA,0,0,0,0,0
45465881,NA,0,NA,NA,NA,0,0,0,0,0
45465878,NA,0,NA,NA,NA,0,0,0,0,0
45465864,NA,0,NA,NA,NA,0,0,0,0,0
45465850,NA,0,NA,NA,NA,0,0,0,0,0
45465818,3,0,1,1,0,1,0,0,3,1
45465816,NA,0,NA,NA,NA,0,0,0,0,0
45465811,4,0,0,1,0,0,0,0,1,0
45465809,NA,0,NA,NA,NA,0,0,0,0,0
45465808,NA,0,NA,NA,NA,0,0,0,0,0
45465760,NA,0,NA,NA,NA,0,0,0,0,0
45465757,5,0,NA,NA,0,0,0,0,0,0
45465734,NA,0,NA,NA,NA,0,0,0,0,0
45465733,NA,0,NA,NA,NA,0,0,0,0,0
45465686,NA,0,NA,NA,NA,0,0,0,0,0
45465658,NA,0,NA,NA,NA,0,0,0,0,0
45465622,NA,0,NA,NA,NA,0,0,0,0,0
45465619,NA,0,NA,NA,NA,0,0,0,0,0
45465599,NA,0,NA,NA,NA,0,0,0,0,0
45465587,NA,0,NA,NA,NA,0,0,0,0,0
45465555,NA,0,NA,NA,NA,0,0,0,0,0
45465545,NA,0,NA,NA,NA,0,0,0,0,0
45465412,NA,0,NA,NA,NA,0,0,0,0,0
45465411,NA,0,NA,NA,NA,0,0,0,0,0
45465392,3,0,NA,NA,0,0,0,0,0,0
45465391,NA,0,NA,NA,NA,0,0,0,0,0
45465345,NA,0,NA,NA,NA,0,0,0,0,0
45465332,NA,0,NA,NA,NA,0,0,0,0,0
45465323,NA,0,NA,NA,NA,0,0,0,0,0
45465276,NA,0,NA,NA,NA,0,0,0,0,0
45465183,NA,0,NA,NA,NA,0,0,0,0,0
45465179,NA,0,NA,NA,NA,0,0,0,0,0
45465163,NA,0,NA,NA,NA,0,0,0,0,0
45465099,NA,0,NA,NA,NA,0,0,0,0,0
45465071,4,0,NA,NA,0,1,0,0,1,0
45464937,NA,0,NA,NA,NA,0,0,0,0,0
45464918,NA,0,NA,NA,NA,0,0,0,0,0
45464893,NA,0,NA,NA,NA,0,0,0,0,0
45464859,NA,0,NA,NA,NA,0,0,0,0,0
45464849,NA,0,NA,NA,NA,0,0,0,0,0
45464845,NA,0,NA,NA,NA,0,0,0,0,0
45464774,NA,0,NA,NA,NA,0,0,0,0,0
45464727,NA,0,NA,NA,NA,0,0,0,0,0
45464707,3,0,NA,NA,0,0,0,0,0,0
45464698,NA,0,NA,NA,NA,0,0,0,0,0
45464690,NA,0,NA,NA,NA,0,0,0,0,0
45464658,NA,0,NA,NA,NA,0,0,0,0,0
45464643,2,0,NA,NA,0,0,0,1,1,0
45464631,NA,0,NA,NA,NA,0,0,0,0,0
45464583,NA,0,NA,NA,NA,0,0,0,0,0
45464577,NA,0,NA,NA,NA,0,0,0,0,0
45464528,2,0,NA,NA,0,1,0,1,2,1
45464360,NA,0,NA,NA,NA,0,0,0,0,0
45464302,NA,0,NA,NA,NA,0,0,0,0,0
45464255,NA,0,NA,NA,NA,0,0,0,0,0
45464252,NA,0,NA,NA,NA,0,0,0,0,0
45464242,NA,0,NA,NA,NA,0,0,0,0,0
45464225,NA,0,NA,NA,NA,0,0,0,0,0
45464177,3,0,1,1,0,0,0,0,2,1
45464109,NA,0,NA,NA,NA,0,0,0,0,0
45464103,NA,0,NA,NA,NA,0,0,0,0,0
45464102,NA,0,NA,NA,NA,0,0,0,0,0
45464101,NA,0,NA,NA,NA,0,0,0,0,0
45464100,4,0,0,0,0,0,0,0,0,0
45464084,3,0,NA,NA,0,0,0,0,0,0
45464056,NA,0,NA,NA,NA,0,0,0,0,0
45463972,NA,0,NA,NA,NA,0,0,0,0,0
45463961,NA,0,NA,NA,NA,0,0,0,0,0
45463944,NA,0,NA,NA,NA,0,0,0,0,0
45463896,NA,0,NA,NA,NA,0,0,0,0,0
45463890,NA,0,NA,NA,NA,0,0,0,0,0
45463888,NA,0,NA,NA,NA,0,0,0,0,0
45463854,NA,0,NA,NA,NA,0,0,0,0,0
45463783,NA,0,NA,NA,NA,0,0,0,0,0
45463764,NA,0,NA,NA,NA,0,0,0,0,0
45463760,NA,0,NA,NA,NA,0,0,0,0,0
45463757,NA,0,NA,NA,NA,0,0,0,0,0
45463751,NA,0,NA,NA,NA,0,0,0,0,0
45463705,NA,0,NA,NA,NA,0,0,0,0,0
45463671,NA,0,NA,NA,NA,0,0,0,0,0
45463632,NA,0,NA,NA,NA,0,0,0,0,0
45463598,NA,0,NA,NA,NA,0,0,0,0,0
45463591,NA,0,NA,NA,NA,0,0,0,0,0
45463501,NA,0,NA,NA,NA,0,0,0,0,0
45463458,NA,0,NA,NA,NA,0,0,0,0,0
45463386,NA,0,NA,NA,NA,0,0,0,0,0
45463365,NA,0,NA,NA,NA,0,0,0,0,0
45463298,NA,0,NA,NA,NA,0,0,0,0,0
45463282,NA,0,NA,NA,NA,0,0,0,0,0
45463221,NA,0,NA,NA,NA,0,0,0,0,0
45463143,NA,0,NA,NA,NA,0,0,0,0,0
45463120,NA,0,NA,NA,NA,0,0,0,0,0
45463056,NA,0,NA,NA,NA,0,0,0,0,0
45463038,NA,0,NA,NA,NA,0,0,0,0,0
45462976,NA,0,NA,NA,NA,0,0,0,0,0
45462938,NA,0,NA,NA,NA,0,0,0,0,0
45462893,NA,0,NA,NA,NA,0,0,0,0,0
45462883,NA,0,NA,NA,NA,0,0,0,0,0
45462851,NA,0,NA,NA,NA,0,0,0,0,0
45462837,NA,0,NA,NA,NA,0,0,0,0,0
45462802,NA,0,NA,NA,NA,0,0,0,0,0
45462796,NA,0,NA,NA,NA,0,0,0,0,0
45462778,NA,0,NA,NA,NA,0,0,0,0,0
45462751,NA,0,NA,NA,NA,0,0,0,0,0
45462737,NA,0,NA,NA,NA,0,0,0,0,0
45462703,NA,0,NA,NA,NA,0,0,0,0,0
45462687,NA,0,NA,NA,NA,0,0,0,0,0
45462643,NA,0,NA,NA,NA,0,0,0,0,0
45462435,NA,0,NA,NA,NA,0,0,0,0,0
45462407,NA,0,NA,NA,NA,0,0,0,0,0
45462362,NA,0,NA,NA,NA,0,0,0,0,0
45462236,NA,0,NA,NA,NA,0,0,0,0,0
45462070,1,0,NA,NA,0,0,0,1,1,0
45462041,NA,0,NA,NA,NA,0,0,0,0,0
45462030,NA,0,NA,NA,NA,0,0,0,0,0
45461914,NA,0,NA,NA,NA,0,0,0,0,0
45461864,NA,0,NA,NA,NA,0,0,0,0,0
45461789,2,0,NA,NA,0,0,0,1,1,0
45461745,NA,0,NA,NA,NA,0,0,0,0,0
45461716,NA,0,NA,NA,NA,0,0,0,0,0
45461602,NA,0,NA,NA,NA,0,0,0,0,0
45461530,NA,0,NA,NA,0,1,0,0,1,0
45461493,NA,0,NA,NA,NA,0,0,0,0,0
45461330,NA,0,NA,NA,NA,0,0,0,0,0
45461319,NA,0,NA,NA,NA,0,0,0,0,0
45461246,NA,0,1,0,NA,0,0,0,1,0
45461213,NA,0,NA,NA,NA,0,0,0,0,0
45460948,NA,0,NA,NA,NA,0,0,0,0,0
45460907,NA,0,NA,NA,NA,0,0,0,0,0
45460727,NA,0,NA,NA,NA,0,0,0,0,0
45460713,NA,0,NA,NA,NA,0,0,0,0,0
45460445,NA,0,NA,NA,NA,0,0,0,0,0
45460364,NA,0,NA,NA,NA,0,0,0,0,0
45460347,NA,0,NA,NA,NA,0,0,0,0,0
45459952,5,0,0,0,0,1,0,0,1,0
45459836,NA,0,NA,NA,NA,0,0,0,0,0
45459707,NA,0,NA,NA,NA,0,0,0,0,0
45459319,NA,0,NA,NA,NA,0,0,0,0,0
45440030,NA,0,NA,NA,NA,0,0,0,0,0
45439522,NA,0,NA,NA,NA,0,0,0,0,0
45439332,NA,0,NA,NA,NA,0,0,0,0,0
45439172,NA,0,NA,NA,NA,0,0,0,0,0
