ID_anonym,Intake_Year,IMD_Quintile,WP1_InCare_n_J,WP2_GCSE_both_n_J,WP3_FSM_n_J,WP4_LPN_n_J,WP5_1stGen_n_J,WP6_SEC_J,WP7_IMD_J,wp_sum_J,wp_ind_J
45172856,20/21,3,0,0,0,0,0,0,0,0,0
45172549,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45172510,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45172503,20/21,3,0,1,1,0,0,1,0,3,1
45172274,20/21,4,0,1,1,0,0,0,0,2,1
45172151,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45171998,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45171957,20/21,5,0,NA,NA,0,0,0,0,0,0
45171917,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45171902,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45171548,21/22,4,0,NA,NA,0,0,0,0,0,0
45171367,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45171267,20/21,5,0,NA,NA,0,0,0,0,0,0
45171257,20/21,2,0,0,0,0,1,0,1,2,1
45170928,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45170771,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45170766,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45170735,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45170728,20/21,5,0,NA,NA,0,1,0,0,1,0
45170701,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45170682,20/21,NA,0,1,0,NA,1,1,0,3,1
45170667,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45170657,20/21,5,0,NA,NA,0,1,0,0,1,0
45170067,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45170056,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45170035,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45169969,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45169964,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45169908,20/21,5,0,0,0,0,0,0,0,0,0
45169478,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45169433,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45169432,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45169345,21/22,3,0,1,0,0,0,0,0,1,0
45169314,20/21,3,0,NA,NA,0,1,0,0,1,0
45169029,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45169022,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45168987,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45168936,20/21,3,0,1,0,0,1,0,0,2,1
45168927,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45168915,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45168643,20/21,3,0,NA,NA,0,1,0,0,1,0
45168562,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45168249,20/21,5,0,NA,NA,0,0,0,0,0,0
45168231,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45168211,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45168196,20/21,4,0,NA,NA,0,1,0,0,1,0
45168164,20/21,5,0,NA,NA,0,0,0,0,0,0
45168080,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45167904,20/21,4,0,0,0,0,1,0,0,1,0
45167843,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45167549,20/21,5,0,0,0,0,1,0,0,1,0
45167540,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45167518,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45167510,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45167506,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45167453,20/21,5,0,0,0,0,0,0,0,0,0
45167407,20/21,4,0,0,1,0,0,1,0,2,1
45167392,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45167372,20/21,4,0,0,0,0,0,0,0,0,0
45167360,20/21,3,0,0,0,0,1,0,0,1,0
45167202,20/21,1,0,NA,NA,0,0,1,1,2,1
45167126,20/21,3,0,0,0,0,1,0,0,1,0
45166905,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45166881,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45166873,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45166867,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45166860,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45166808,20/21,5,0,NA,NA,0,1,0,0,1,0
45166786,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45166735,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45166488,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45166150,20/21,NA,0,0,0,0,1,0,0,1,0
45166078,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45166077,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45166046,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45166003,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45166000,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45165561,20/21,5,0,0,0,0,1,0,0,1,0
45165546,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45165540,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45165393,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45165365,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45165315,20/21,5,0,0,0,0,1,0,0,1,0
45165049,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45165014,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45164904,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45164885,20/21,3,0,NA,NA,0,0,0,0,0,0
45164697,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45164615,20/21,1,0,0,1,0,0,1,1,3,1
45164608,20/21,4,0,0,0,0,1,0,0,1,0
45164264,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45164204,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45164201,20/21,NA,0,1,0,1,0,1,0,3,1
45164150,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45164133,20/21,1,0,1,0,1,0,0,1,3,1
45164089,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45163932,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45163913,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45163911,20/21,3,0,1,1,0,0,1,0,3,1
45163821,20/21,5,0,0,0,0,0,0,0,0,0
45163813,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45163573,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45163429,20/21,5,0,0,0,0,0,0,0,0,0
45163416,20/21,1,0,0,0,1,1,0,1,3,1
45163415,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45163163,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45163125,20/21,4,0,0,0,0,1,0,0,1,0
45162816,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45162789,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45162786,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45162740,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45162729,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45162708,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45162700,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45162648,20/21,5,0,1,0,0,1,0,0,2,1
45162621,20/21,5,0,0,0,0,1,0,0,1,0
45162423,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45162387,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45162375,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45162373,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45162147,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45162069,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45162060,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45161962,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45161961,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45161517,20/21,3,0,1,1,0,0,1,0,3,1
45161493,20/21,4,0,1,0,0,0,1,0,2,1
45161380,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45161354,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45161334,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45161247,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45160944,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45160936,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45160745,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45160743,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45160542,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45160138,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45160111,20/21,5,0,0,0,0,0,0,0,0,0
45160094,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45160055,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45160021,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45159988,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45159933,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45159806,20/21,1,0,0,1,0,0,0,1,2,1
45159802,20/21,1,0,0,0,0,0,1,1,2,1
45159707,20/21,5,0,0,0,0,0,0,0,0,0
45159688,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45159633,20/21,2,0,1,0,0,0,0,1,2,1
45159372,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45159304,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45159285,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45159256,20/21,1,0,0,1,0,0,1,1,3,1
45159244,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45159190,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45159187,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45158895,20/21,1,0,0,0,1,1,0,1,3,1
45158858,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45158648,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45158587,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45158573,20/21,3,0,NA,NA,0,0,0,0,0,0
45158514,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45158468,20/21,2,0,1,0,1,1,0,1,4,1
45158304,20/21,4,0,0,0,0,1,0,0,1,0
45158282,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45158228,20/21,4,0,NA,NA,0,1,0,0,1,0
45158219,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45158213,20/21,1,0,0,1,0,0,0,1,2,1
45158175,20/21,NA,0,NA,NA,0,0,0,0,0,0
45158155,20/21,3,0,NA,NA,0,1,0,0,1,0
45158110,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45157745,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45157689,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45157370,20/21,2,0,0,0,0,0,1,1,2,1
45157365,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45157349,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45157326,20/21,NA,0,NA,NA,0,0,0,0,0,0
45157263,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45157198,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45157182,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45157180,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45157169,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45157168,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45157165,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45157112,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45156832,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45156831,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45156805,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45156797,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45156765,21/22,1,0,0,0,0,0,0,1,1,0
45156624,20/21,5,0,NA,NA,0,1,1,0,2,1
45156360,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45156354,20/21,3,0,0,1,0,0,0,0,1,0
45156003,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45155994,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45155960,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45155936,20/21,3,0,NA,NA,0,0,0,0,0,0
45155915,20/21,3,0,NA,NA,0,0,0,0,0,0
45155884,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45155860,20/21,4,0,1,0,0,1,1,0,3,1
45155815,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45155773,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45155603,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45155566,20/21,2,0,NA,NA,0,1,0,1,2,1
45155557,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45155432,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45155137,20/21,5,0,1,0,0,0,0,0,1,0
45155004,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45154985,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45154706,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45154705,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45154647,20/21,4,0,1,1,0,0,0,0,2,1
45154308,20/21,4,0,1,0,0,1,0,0,2,1
45154200,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45154171,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45154027,20/21,2,0,0,0,0,0,1,1,2,1
45154010,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45153966,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45153600,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45153572,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45153107,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45153106,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45153079,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45152977,20/21,NA,0,NA,NA,0,1,0,0,1,0
45152930,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45152890,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45152877,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45152849,20/21,1,0,0,0,1,0,1,1,3,1
45152846,20/21,5,1,NA,NA,0,1,0,0,2,1
45152818,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45152745,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45152744,21/22,4,0,NA,NA,0,1,0,0,1,0
45152733,20/21,3,0,0,0,1,0,0,0,1,0
45152398,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45152331,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45152141,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45152123,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45152120,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45152054,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45152036,20/21,1,0,0,0,0,0,0,1,1,0
45151939,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45151616,20/21,5,0,0,0,0,1,0,0,1,0
45151595,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45151524,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45151356,20/21,4,0,0,0,0,1,0,0,1,0
45151324,20/21,2,0,NA,NA,0,0,0,1,1,0
45151272,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45151237,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45151179,20/21,1,0,0,0,0,0,1,1,2,1
45151171,21/22,2,0,NA,NA,0,1,0,1,2,1
45151164,20/21,4,0,0,0,0,0,0,0,0,0
45150920,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45150899,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45150872,20/21,4,0,0,0,0,1,0,0,1,0
45150869,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45150836,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45150813,20/21,5,0,0,0,0,1,0,0,1,0
45150812,20/21,4,0,0,0,1,0,0,0,1,0
45150788,20/21,5,0,0,0,0,0,0,0,0,0
45150660,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45150544,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45150503,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45150479,20/21,3,0,NA,NA,0,1,0,0,1,0
45150457,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45150423,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45150115,20/21,5,0,0,0,0,0,0,0,0,0
45150024,20/21,2,0,0,1,0,0,0,1,2,1
45150002,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45149961,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45149959,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45149950,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45149911,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45149872,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45149859,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45149853,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45149845,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45149591,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45149511,20/21,3,0,0,1,0,0,1,0,2,1
45149485,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45149238,21/22,5,0,NA,NA,0,1,0,0,1,0
45149196,20/21,2,0,NA,NA,0,0,0,1,1,0
45149194,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45149166,20/21,4,0,0,0,0,1,0,0,1,0
45149138,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45149137,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45149126,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45149104,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45149070,20/21,5,0,NA,NA,0,1,0,0,1,0
45149048,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45149031,20/21,2,0,NA,NA,0,0,0,1,1,0
45148702,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45148699,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45148536,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45148531,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45148526,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45148490,20/21,NA,0,1,0,NA,0,0,0,1,0
45148473,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45148114,20/21,3,0,NA,NA,0,0,0,0,0,0
45148112,20/21,3,0,0,0,0,1,0,0,1,0
45148084,20/21,4,0,0,0,0,1,0,0,1,0
45148059,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45148032,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45148025,21/22,1,0,NA,NA,0,0,0,1,1,0
45148000,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45147998,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45147988,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45147833,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45147828,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45147774,20/21,3,0,1,1,0,1,0,0,3,1
45147718,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45147661,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45144798,20/21,5,0,0,0,0,1,0,0,1,0
45144694,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45144640,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45144498,20/21,4,0,NA,NA,0,0,0,0,0,0
45144448,20/21,5,0,NA,NA,0,0,0,0,0,0
45144415,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45144324,21/22,NA,0,NA,NA,0,1,0,0,1,0
45144122,20/21,NA,0,0,0,0,0,0,0,0,0
45144031,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45143990,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45143971,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45143961,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45143921,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45143768,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45143765,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45143682,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45143665,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45143648,20/21,2,0,0,0,0,1,0,1,2,1
45143595,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45143594,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45143577,20/21,1,0,0,0,0,0,1,1,2,1
45143418,20/21,4,0,0,0,0,0,0,0,0,0
45143376,20/21,1,0,1,1,0,0,1,1,4,1
45143342,20/21,1,0,0,0,0,0,0,1,1,0
45143332,21/22,3,0,0,0,0,0,0,0,0,0
45143235,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45143183,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45142921,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45142909,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45142908,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45142841,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45142777,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45142776,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45142636,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45142623,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45142387,21/22,4,0,0,1,0,0,1,0,2,1
45142350,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45142080,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45142063,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45142056,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45141971,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45141952,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45141926,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45141627,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45141579,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45141441,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45141418,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45141399,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45141332,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45141323,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45141319,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45141293,21/22,4,0,NA,NA,0,0,0,0,0,0
45141207,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45141024,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45141017,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45140816,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45140785,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45140779,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45140624,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45140616,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45140541,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45140525,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45140521,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45140516,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45140369,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45140276,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45140134,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45140037,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45140019,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45139888,21/22,3,0,NA,NA,0,0,0,0,0,0
45139829,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45139798,21/22,5,0,NA,NA,0,0,0,0,0,0
45139784,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45139641,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45139503,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45139447,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45139247,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45139237,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45139227,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45139206,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45139183,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45139176,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45139172,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45139158,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45139128,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45139119,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45138865,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45138818,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45138809,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45138804,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45138773,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45138771,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45138543,20/21,5,0,NA,NA,0,0,0,0,0,0
45138345,21/22,NA,0,NA,NA,NA,0,0,0,0,0
45138331,20/21,3,0,0,0,0,0,1,0,1,0
45138086,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45138075,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45137953,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45137912,20/21,5,0,0,0,0,1,0,0,1,0
45137781,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45137766,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45137759,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45137744,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45137686,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45137580,20/21,3,0,0,0,0,0,0,0,0,0
45137574,20/21,5,0,0,0,0,0,0,0,0,0
45137485,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45137431,20/21,2,0,NA,NA,0,0,0,1,1,0
45137415,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45137383,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45137336,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45137331,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45137325,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45137303,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45137132,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45137131,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45136967,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45136923,20/21,4,0,1,1,0,0,0,0,2,1
45136876,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45136867,21/22,3,0,NA,NA,0,0,0,0,0,0
45136860,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45136835,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45136738,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45136614,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45136518,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45136504,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45136407,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45136335,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45136325,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45136316,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45136315,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45136250,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45136211,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45135731,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45135723,20/21,NA,0,NA,NA,NA,0,0,0,0,0
45135522,20/21,NA,0,NA,NA,NA,0,0,0,0,0
