ID_anonym,Intake_Year,IMD_Quintile,WP1_InCare_n_J,WP2_GCSE_both_n_J,WP3_FSM_n_J,WP4_LPN_n_J,WP5_1stGen_n_J,WP6_SEC_J,WP7_IMD_J,wp_sum_J,wp_ind_J
45674427,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45674401,15/16,2,0,NA,NA,0,1,0,1,2,1
45674377,15/16,5,0,1,0,0,0,0,0,1,0
45674371,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45674354,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45674318,15/16,5,0,NA,NA,0,1,0,0,1,0
45674287,15/16,5,0,0,0,0,1,0,0,1,0
45674273,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45674218,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45674203,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45674186,15/16,3,0,NA,NA,0,0,0,0,0,0
45674084,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45674020,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45673995,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45673989,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45673978,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45673976,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45673975,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45673937,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45673912,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45673898,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45673889,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45673874,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45673826,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45673825,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45673733,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45673731,15/16,4,0,NA,NA,0,1,0,0,1,0
45673705,15/16,5,0,1,0,0,0,1,0,2,1
45673693,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45673526,15/16,1,0,1,1,0,0,0,1,3,1
45673510,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45673422,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45673406,15/16,3,0,1,0,0,0,0,0,1,0
45673367,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45673361,15/16,3,0,NA,NA,0,0,0,0,0,0
45673327,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45673258,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45673249,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45673225,15/16,5,0,0,0,0,0,0,0,0,0
45673188,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45673112,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45673049,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45672966,15/16,1,0,NA,NA,1,0,0,1,2,1
45672963,15/16,1,0,0,0,0,0,0,1,1,0
45672945,15/16,4,0,0,0,0,1,0,0,1,0
45672932,15/16,5,0,0,0,0,0,0,0,0,0
45672883,15/16,2,0,1,0,0,0,1,1,3,1
45672867,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45672866,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45672817,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45672791,15/16,5,0,0,0,0,0,0,0,0,0
45672775,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45672653,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45672593,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45672573,15/16,5,0,0,0,0,0,0,0,0,0
45672511,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45672421,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45672393,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45672315,15/16,2,0,0,0,0,0,1,1,2,1
45672278,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45672256,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45672247,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45672169,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45672117,15/16,2,0,1,1,0,0,0,1,3,1
45671975,15/16,2,0,0,1,0,0,1,1,3,1
45671957,15/16,2,0,NA,NA,0,0,0,1,1,0
45671950,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671947,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671938,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671911,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671880,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671859,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671858,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671848,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671836,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671827,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671745,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671710,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671709,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671674,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671666,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671639,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671625,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671614,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671597,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671592,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671550,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671548,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671483,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671467,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671454,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671447,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671390,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671388,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671365,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671328,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671313,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671289,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671263,15/16,2,0,0,0,0,1,0,1,2,1
45671244,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671232,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671209,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671179,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671123,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45671106,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45670985,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45670984,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45670967,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45670947,15/16,2,0,1,1,1,0,0,1,4,1
45670934,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45670904,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45670824,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45670807,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45670749,15/16,3,0,NA,NA,0,0,0,0,0,0
45670744,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45670710,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45670709,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45670696,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45670581,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45670577,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45670564,15/16,3,0,NA,NA,0,0,0,0,0,0
45670505,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45670503,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45670376,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45670235,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45670109,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45670092,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45670032,15/16,NA,0,NA,NA,0,0,0,0,0,0
45670000,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669964,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669955,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669936,16/17,3,0,NA,NA,1,1,0,0,2,1
45669931,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669918,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669860,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669850,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669845,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669841,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669806,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669794,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669770,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669758,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669745,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669715,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669705,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669692,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669661,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669645,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669535,15/16,5,0,NA,NA,0,0,0,0,0,0
45669531,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669513,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669509,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45669384,15/16,2,0,1,1,0,0,1,1,4,1
45669364,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669352,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669318,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45669313,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669287,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669276,16/17,4,0,0,0,0,1,0,0,1,0
45669217,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669206,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669169,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669166,15/16,3,0,NA,NA,0,0,1,0,1,0
45669139,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669111,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45669021,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45668892,16/17,3,0,0,1,0,0,0,0,1,0
45668836,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45668830,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45668822,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45668818,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45668806,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45668741,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45668710,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45668699,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45668693,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45668644,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45668625,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45668623,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45668616,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45668604,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45668568,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45668524,15/16,NA,0,NA,NA,NA,1,0,0,1,0
45668519,15/16,2,0,NA,NA,0,1,0,1,2,1
45668489,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45668440,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45668387,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45668370,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45668301,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45668251,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45668174,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45668160,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45668008,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45667956,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45667953,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45667845,15/16,2,0,0,0,0,0,0,1,1,0
45667837,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45667800,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45667776,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45667742,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45667653,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45667651,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45667583,15/16,1,0,1,1,0,0,0,1,3,1
45667471,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45667462,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45667459,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45667420,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45667331,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45667325,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45667324,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45667235,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45667231,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45667155,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45667141,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45667073,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45667005,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45667001,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45666966,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45666946,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45666853,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45666737,15/16,5,0,NA,NA,0,1,0,0,1,0
45666703,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45666630,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45666510,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45666495,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45666492,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45666446,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45666444,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45666157,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45666028,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45665991,15/16,2,0,NA,NA,0,1,0,1,2,1
45665935,15/16,2,0,NA,NA,1,0,1,1,3,1
45665724,15/16,5,0,NA,NA,0,0,0,0,0,0
45665503,15/16,1,0,NA,NA,0,0,0,1,1,0
45665446,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45665420,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45665288,15/16,4,0,NA,NA,0,0,0,0,0,0
45665264,15/16,2,0,0,1,0,1,0,1,3,1
45665243,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45665169,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45664741,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45663160,16/17,5,0,NA,NA,0,1,0,0,1,0
45662781,16/17,5,0,1,0,0,0,0,0,1,0
45642123,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45642095,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45641958,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45641297,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45641139,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45641035,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45639044,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45638916,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45638441,16/17,5,0,NA,NA,0,0,0,0,0,0
45637404,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45636579,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45635828,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45633119,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45632359,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45632190,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45631792,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45631556,16/17,3,0,NA,NA,0,0,0,0,0,0
45630500,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45607078,16/17,4,0,NA,NA,0,0,0,0,0,0
45607077,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45607025,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45606814,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45606771,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45606521,16/17,5,0,NA,NA,0,0,0,0,0,0
45597311,16/17,3,0,NA,NA,0,1,0,0,1,0
45597269,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45597213,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45597199,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45596862,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45596829,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45596665,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45596626,16/17,5,0,NA,NA,0,1,0,0,1,0
45596604,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45596496,16/17,4,0,0,0,0,1,0,0,1,0
45596493,17/18,1,0,1,0,0,1,1,1,4,1
45596399,16/17,4,0,1,0,0,0,0,0,1,0
45596381,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45596100,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45596029,16/17,5,0,0,0,0,0,0,0,0,0
45595486,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45595485,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45595005,16/17,1,0,0,0,0,0,0,1,1,0
45594972,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45594936,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45594316,16/17,5,0,0,0,0,1,0,0,1,0
45594167,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45593929,16/17,4,0,NA,NA,0,1,0,0,1,0
45593506,16/17,5,0,NA,NA,0,0,0,0,0,0
45592681,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45592578,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45592351,16/17,4,0,NA,NA,0,1,0,0,1,0
45592295,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45592227,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45591950,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45591866,16/17,2,0,1,0,0,0,1,1,3,1
45591694,16/17,3,0,0,0,0,1,0,0,1,0
45591681,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45590748,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45590725,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45590676,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45590314,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45590227,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45590198,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45590145,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45590123,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45590064,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45589785,17/18,5,0,NA,NA,0,1,0,0,1,0
45589760,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45589631,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45589624,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45589460,16/17,2,0,NA,NA,0,0,0,1,1,0
45589451,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45589150,16/17,4,0,1,0,0,0,0,0,1,0
45588573,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45588431,16/17,4,0,0,0,0,1,0,0,1,0
45588273,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45588252,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45588111,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45587371,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45586818,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45586776,16/17,3,0,NA,NA,0,1,0,0,1,0
45586708,16/17,5,0,1,1,0,0,0,0,2,1
45586552,16/17,3,0,0,0,0,0,0,0,0,0
45586503,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45586482,16/17,3,0,0,1,0,0,1,0,2,1
45586411,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45586388,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45586331,16/17,NA,0,1,0,NA,0,0,0,1,0
45586283,16/17,5,0,NA,NA,0,1,0,0,1,0
45586267,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45586166,16/17,1,0,0,0,0,0,0,1,1,0
45586143,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45586134,16/17,4,0,0,0,0,0,0,0,0,0
45586048,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45586041,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45585955,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45585938,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45585907,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45585852,16/17,4,0,0,0,0,1,0,0,1,0
45585790,17/18,1,0,1,0,0,0,1,1,3,1
45585655,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45585521,16/17,1,0,1,1,0,0,1,1,4,1
45585470,16/17,1,0,0,1,0,0,0,1,2,1
45585429,16/17,2,0,0,0,0,1,0,1,2,1
45585361,16/17,2,0,0,0,0,0,0,1,1,0
45585337,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45585328,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45585322,16/17,3,0,0,0,0,0,1,0,1,0
45585183,16/17,NA,0,NA,NA,0,1,0,0,1,0
45585181,16/17,4,0,0,0,0,0,0,0,0,0
45585161,16/17,5,0,1,0,0,1,0,0,2,1
45585095,16/17,3,0,0,0,0,1,0,0,1,0
45585038,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45585022,16/17,5,0,0,0,0,1,0,0,1,0
45585003,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45584895,16/17,1,0,0,0,0,0,0,1,1,0
45584853,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45584849,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45584708,16/17,5,0,NA,NA,0,1,0,0,1,0
45584707,16/17,4,0,NA,NA,0,0,0,0,0,0
45584647,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45584625,16/17,2,0,0,0,0,1,0,1,2,1
45584579,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45584485,16/17,4,0,NA,NA,0,1,0,0,1,0
45584483,16/17,4,0,0,0,0,0,1,0,1,0
45584116,16/17,5,0,NA,NA,0,1,0,0,1,0
45584104,16/17,3,0,NA,NA,0,0,1,0,1,0
45583980,16/17,4,0,0,0,0,0,0,0,0,0
45583973,16/17,5,0,0,0,0,1,0,0,1,0
45583924,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45583888,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45583874,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45583871,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45583750,16/17,5,0,NA,NA,0,1,0,0,1,0
45583671,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45583628,16/17,4,0,1,0,0,0,0,0,1,0
45583607,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45583594,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45583401,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45583399,17/18,NA,0,NA,NA,0,0,0,0,0,0
45583355,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45583136,16/17,5,0,1,0,0,0,0,0,1,0
45583118,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45583041,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45582976,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45582854,16/17,2,0,NA,NA,0,0,0,1,1,0
45582771,16/17,5,0,0,0,0,1,0,0,1,0
45582736,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45582609,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45582582,17/18,5,0,NA,NA,0,1,0,0,1,0
45582545,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45582540,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45582493,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45582428,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45582425,16/17,5,0,0,0,0,1,0,0,1,0
45582330,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45582326,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45582302,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45582205,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45582189,16/17,1,0,0,0,0,0,1,1,2,1
45582135,16/17,1,0,NA,NA,0,1,0,1,2,1
45582110,16/17,4,0,0,0,0,0,1,0,1,0
45582019,16/17,1,0,NA,NA,1,0,0,1,2,1
45581956,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45581935,16/17,2,0,NA,NA,0,0,0,1,1,0
45581914,18/19,4,0,NA,NA,0,1,0,0,1,0
45581909,16/17,3,0,0,0,0,1,0,0,1,0
45581886,16/17,5,0,0,0,0,0,0,0,0,0
45581882,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45581877,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45581873,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45581547,16/17,5,0,NA,NA,0,1,0,0,1,0
45581538,16/17,5,0,NA,NA,0,1,0,0,1,0
45581530,18/19,4,0,NA,NA,0,1,0,0,1,0
45581514,16/17,4,0,NA,NA,0,1,0,0,1,0
45581503,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45581501,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45581495,16/17,5,0,NA,NA,0,1,0,0,1,0
45581460,16/17,2,0,1,0,0,1,0,1,3,1
45581304,16/17,4,0,NA,NA,0,1,0,0,1,0
45581294,16/17,4,0,NA,NA,0,1,0,0,1,0
45581281,16/17,NA,0,1,0,NA,0,0,0,1,0
45581250,16/17,2,0,1,1,0,0,0,1,3,1
45581249,16/17,5,0,NA,NA,0,0,0,0,0,0
45581091,16/17,2,0,0,0,1,0,0,1,2,1
45581082,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45580940,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45580919,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45580914,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45580686,16/17,5,0,NA,NA,0,1,0,0,1,0
45580625,16/17,3,0,1,0,0,1,1,0,3,1
45580619,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45580599,16/17,4,0,0,0,0,0,0,0,0,0
45580560,17/18,5,0,NA,NA,0,0,0,0,0,0
45580529,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45580520,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45580427,16/17,NA,0,1,0,NA,0,0,0,1,0
45580403,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45580349,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45580320,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45580243,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45580230,16/17,NA,0,NA,NA,NA,0,0,0,0,0
